#GC	Depth
45.6	83.9
44.4	80.22
44.2	81.49
46.2	100.09
43.4	100.43
45.6	119.03
42.4	91.78
48.8	85.86
43.6	104.3
45.6	99.12
46.8	83.38
48.2	78.67
47	107.1
44.6	90.56
47	92.77
48	93.12
47.8	97.57
47	95.27
44.4	70.3
45.2	93.8
45.4	97.57
39	72.75
44.4	91.05
44.2	95.36
45.4	101.08
47	91.64
43.8	82.96
34.8	63.51
42.8	93.02
46.6	130.08
44.2	97.22
46.2	110.46
47.6	113.73
45	101.38
35.4	49.13
40	79.18
42.8	92.76
43.2	92.45
43	85.34
41	78.83
46.4	96.51
46.2	88.03
43	83.83
45.8	86.06
46.8	103.95
48.6	97.48
42.4	82.12
51.6	106.23
47.8	103.46
45.2	90.22
47.6	90.58
45.2	105.26
47.6	87.49
46	104.08
42.6	90.8
48.6	103.5
48.2	81.48
46.6	86.6
48.6	92.66
43.6	93.38
46.4	87.19
47.6	90.78
47.4	119.3
46.4	105.38
35.4	88.69
48.4	103.13
47	114.84
47.4	113.69
47.8	116.29
48.2	92.03
44.4	110.83
41.8	106.43
45.2	82.46
49.8	96.37
47	94.32
51.4	97.16
46.4	91.17
50	108.14
48	95.21
43.4	100.08
44	88.93
48	103.99
46	113.61
44.8	92.48
39	76.45
48.4	102
46.4	93.88
40.4	102.93
49.8	113.82
43.6	101.89
45.8	102.56
44.6	97.69
45.2	104.82
47.2	93.07
47.8	109.89
51.4	114.37
48.2	101.52
48	93.71
47.8	102.42
41.4	86.74
45	81.71
45.4	76.27
48.6	109.84
46.8	102.33
44.4	90.59
47.8	112.57
49.4	104.9
49	89.63
44	102.4
50	89.66
42	70.53
49	96.03
45.6	102.6
47.6	87.08
46.6	107.51
44.2	100.47
48	99.98
48.6	104.36
46.2	89.98
48.4	83.99
51.2	103.34
50.4	104.01
49	98.84
51.8	105.87
47.4	82.86
44	83.78
45.6	86.82
44.6	107.2
45	103.21
44.2	70.23
44.6	87.36
43	100.57
51	102.42
44.2	87.16
47.2	97.98
47	98.96
47.4	93.51
47.8	108.1
45.8	88.94
47.6	75.64
48.4	108.93
50.6	100.98
47.6	94.11
45.6	107.38
49.8	102.01
44.4	86.89
47.2	96.23
47.4	112.76
47.4	122.12
48.8	100.32
40.8	85.67
44.6	99.94
44.2	72.27
42.2	78.65
43	73.27
49.2	91.47
48.4	92.36
46.6	84.55
46.4	110.39
46.4	108.75
46.4	96.38
45.4	91.09
44.2	83.76
44.2	107.87
48.8	99.35
47	95.79
47.2	99.29
46.2	103.22
32.4	60.89
43.8	89.69
46	98.12
40.8	99.58
47.2	102.86
45.6	104.81
46.6	89.7
43.4	91.06
45.8	100.21
45.8	102.68
49.4	100.5
42.2	86.47
43.4	84.46
44.2	83.78
45.4	92.01
46.2	93.91
49.6	102.02
47	80.71
48.8	95.38
44.2	89.06
46	103.79
45.8	76.33
42.2	72.19
47.8	98.16
51.8	98.6
44.4	77.68
43.4	96
50.6	112.49
47.6	107.19
44.8	81.38
43	86.3
42.8	81.26
42.6	83.75
45.8	78.53
47	106.33
40	79.85
37.8	84.72
40.4	76.86
39.2	70.97
41	91.2
47.2	96.38
42.8	106.2
43.2	97.93
45.4	91.84
45.6	105.55
45	86.75
47.6	96.34
35	71.54
47.4	100.54
47.6	100.49
46.8	79.94
37.2	60.47
32.4	68.04
39	71.02
42.2	90.72
40.4	84.62
37	68.03
40	83.26
29.32	26.2
33.8	53.77
27.8	52.43
43.4	92.51
43.4	86.98
44.6	93.67
47.8	103.16
41.2	79.13
43.8	75.59
44.2	87.3
46.2	88.4
42.6	81.73
44.2	94.94
44.4	88.19
44.2	82.38
43	67.78
42.6	88.54
39.4	68.31
41.6	71.15
40	88.95
43.4	82.33
43	60.37
44	87.38
40.4	82.75
42.2	81.35
45.8	97.78
43.6	75.85
42	92.16
40	67.52
38.4	66.41
43	68.18
40.2	94.03
45.4	94.78
43.2	84.79
39.4	84.97
41.4	88.58
39.6	75.65
47	89.87
41.6	80.28
44.6	87.53
42.6	76.14
39.6	85.11
43.4	88.09
42.6	66.51
39.6	68.26
41	72
41.4	80.59
44.4	87.68
36.4	75.68
37.4	83.39
36.2	58.27
31.2	50.74
36.2	58.51
37.8	74.32
40.6	77.58
42.8	86.41
36.6	73.49
44.2	83.65
38	76.36
45.6	88.1
43.6	86.44
37.6	89.08
45	85.22
45.4	87.74
36.4	67.56
40.8	65.83
42.8	93.81
43.6	93.49
44.8	90.37
48	95.26
33	68.3
26.6	51.87
33	45.06
28.6	38.89
33.6	52.03
29.2	39.17
31.4	51.91
34.2	65.26
40.8	61.24
45.2	90.47
44	90.45
40.4	95.1
45.8	99.57
44.6	66.93
43.6	78.59
45	84.15
47.4	95.81
47.8	109.11
44.4	91.67
39.8	96.74
45	76.62
43.6	91.65
44	71.21
41.8	66.51
44.8	80.31
44	83.72
44.8	101.28
43.6	96.33
37.8	74.63
43	91.47
42.4	88.97
48	114.56
41.2	84.02
44.2	67.14
47.8	88.34
46.2	56.93
41.2	75.96
43.8	84.63
44.2	96.66
43.2	74.02
44.2	72.49
47.6	107.94
47.6	118.42
42.2	92.65
45.8	82.65
41.2	94.41
49.2	101.39
45	76.76
45.8	76.41
46	91.19
48.4	107.39
48.4	84.01
50.6	99.27
45.2	85.36
46.8	69.65
48.2	102.11
44.6	94.81
38	80.26
49.6	95.24
46.6	112.72
48.2	95.03
47.8	93.12
42.2	81.29
40.6	92.04
46.2	106.09
46.8	105.26
46	116.25
42.6	108.8
48	130.16
47.6	107.28
44.6	100.31
49.2	128.89
47.6	114.36
43.2	96.9
48.2	103.51
42.2	97.1
46.6	97.12
44.6	110.29
46.8	114.05
49.4	111
46.8	113.41
45.8	101.24
42.8	92.29
44.2	101.41
44.8	102.75
43.8	92.29
50.2	126.14
46.6	107.39
42.6	82.04
47.2	110.77
45.8	118.2
42.6	91.97
42.2	74.42
47.4	88.1
39.2	71.86
44.2	76.5
44	102.83
47.4	101.29
46.4	95.64
44.4	94.84
43	84.37
41.8	78.54
44.6	80.65
45.8	92.75
44.2	93.45
40.2	79.89
51	99.01
41.8	92.43
47.6	101.41
48	119.03
47.2	100.89
46.2	98.44
46.4	96.55
46	108.47
49.4	107.08
46.2	87.13
44.6	88.33
43.8	87.88
47	92.1
42.2	75.2
46.2	83.65
45	93.92
47.2	91.94
46	92
45.8	100.2
43.2	87.99
44	100.65
42	77.66
44.8	83.19
38.2	66.17
48.8	68.56
40	88.21
44.6	86.14
44.4	88.97
45.8	88.22
45	82.84
49.4	106.53
47.6	96.96
45	95.23
47.8	91.2
45.4	103.78
44.6	97.46
45.4	93.26
44.4	95.95
47	86.46
46.2	83.72
47.6	110.22
44.8	96.99
46.4	100.97
46.4	106.87
48.4	110.43
50	90.69
47.4	83.76
48.8	93.1
43.6	79.16
47.2	94.51
47.6	90.15
48.8	117.18
48.8	114.32
48.8	108.47
43.6	91.7
42.4	90.88
48.2	74.15
42	85.33
45	89.27
46.8	96.32
50.2	103.74
47.6	95.18
47.6	108.35
47.4	98.08
41	89.23
47.8	106.09
38	72.84
42.6	75.73
39.8	89.7
46.6	96.83
45.2	104.89
45	77.6
44.8	101.48
42.2	81.17
43.6	80.36
43.6	81.93
47.6	101.13
45.4	92.38
44.4	91.44
45.2	88.35
46	80.05
45.2	97.21
45.6	81.96
47.2	79.39
44.2	85.97
47.6	101.34
45.4	103.14
43.6	64.58
47.6	90.54
46.6	81.64
44.4	78.63
44.8	79.48
42.8	107.18
47.4	108.33
45.2	96.58
49.6	113.41
42.6	76.27
48.8	84.43
41.6	65.08
42.8	98.7
42.4	86.21
49.4	108.98
51.2	105.04
48.8	91.09
47.4	113.43
46.4	108.45
50.4	105.99
45.6	100.74
47	100.79
47.4	95.85
44.2	73.56
40.8	83.15
44.6	85.97
41.8	94.72
47.8	90.12
42.6	95.34
42.6	94.07
35.8	81.15
47.6	99.67
41.6	88.23
44.4	109.67
48	115.35
47.6	104.34
39.6	80.85
40.2	95.11
46.2	86.5
46	89.67
47.2	89.17
45.2	97.71
42.4	88.09
41.2	69.45
43.8	79.39
43.8	81.06
43.4	75.9
41.2	79.43
45.8	104.46
44.8	96.46
41.2	97.3
34	71.31
47.6	115.76
46.8	105.27
47.2	100.6
48.6	107.77
47.8	95.83
49.69	38.53
47.4	115.53
39	89.67
44.8	69.5
49.4	108.97
46.8	108.66
47.6	105.68
51.6	114.88
48.4	109.99
50	121.52
46.2	105.87
46.4	102.22
46.6	92.99
46.2	102.71
47.8	93.02
46.2	94.18
44	85.76
45.8	114.1
48.6	116.87
48.4	91.61
48.8	107.65
46.4	107.49
47	84.93
37.2	72.77
42	86.91
47.4	110.98
46.8	95.86
47.4	89.18
40.6	74.11
44.2	82.63
40.2	81.26
42.2	73.73
42.6	81.97
43.6	76.06
46.8	101.88
44	83.05
44.4	89.26
40.6	93.6
44.8	88.03
48.2	97.57
45.6	87.83
46.6	88.83
44.6	98.04
45.2	94.89
49.6	80.57
43.2	81.36
49.2	104.08
44.2	85.93
45.6	98.33
46.6	99.1
44	86.3
45.2	86.97
44.8	83.14
47	99.21
46.6	105.99
42.4	84.74
47.2	101.83
48.6	104.28
46.4	93.58
45	88.41
43	80.31
49.2	92.89
48.8	95.6
47.6	86.72
43.6	78.61
46	90.37
49.6	120.71
44.6	108.39
43.2	106.7
44	86.77
40.8	86.29
47.4	106.3
48	121.58
44.6	88.76
43	62.21
42.8	97.94
49.8	98.47
44.6	71.14
48.2	100.19
48.8	95.93
45.6	84.7
45.8	106.39
49	97.48
44.6	93.51
48	101.13
48.8	100.83
45.2	78.36
47.2	107.51
47.8	102.19
38.6	79.3
47.2	82.33
44	107.19
42	87.47
48.8	91.1
41	86.57
43.8	79.34
46	110.67
49.6	105.43
50.8	103.25
48.2	109.15
49.4	119.84
47.2	96.35
48.2	90.29
48	89.81
47.4	107.23
48.2	90.56
42.4	93.65
45.8	106.89
47.6	101.47
43.8	59.26
42.6	80.24
42.2	70.69
43.8	96.55
42.4	74.25
44.6	99.68
45.2	70.01
39.8	77.16
47.4	96.62
44.2	99.18
46.4	95.5
41.8	113.53
48.2	96.69
43.6	89.9
44.6	88.87
42.6	84.05
42.2	88.23
46.6	97.99
42.4	89.85
46.2	90.71
44	100.78
46	96.72
42.8	91.63
45.8	89.82
46	87.67
49.4	117.46
47.4	96.52
44	76.07
44.8	83.19
48.2	93.01
49.8	92.5
49.4	100.61
46.4	100.65
46.2	109.19
47.8	109.16
47.6	100.71
43.6	89.76
46	90.94
45.8	113.91
48.4	99.6
48.8	84.72
46.2	96.76
45.2	94.69
48.6	89.18
47.4	102.02
47.2	106.91
49.4	104.42
48.4	102.76
45.4	101.26
47.2	106.3
40.8	79.65
44.6	78.72
44.6	89.65
47	100.75
47.6	86.88
46.8	79.62
49	105.9
45	90.91
41.6	83.66
42	87.44
39.2	84.54
43.8	72.98
43.4	100.1
43.8	96.72
45.8	99.27
47.2	97.7
44.8	75.7
42.2	76.92
46.6	116.15
43.4	67.02
37.4	61.85
47.6	87.75
46.4	100.8
49	113.42
47	103.85
48.2	95.95
47	97.93
48	95.9
49	111.68
39.8	77.74
36.6	67.38
41	70.74
37.4	61.68
45.4	83.76
41.6	93.78
40	85.71
47.6	88.59
46.2	78.94
43	72.71
46	104.25
45.4	103.19
44.4	100.93
45.2	88.11
44.8	78.55
51.2	106.31
48.8	94.74
44.8	85.79
52	95.75
46.8	101.01
51.4	120.6
48.8	98.29
47.2	107.93
49.6	99.03
50.4	102.71
48	95.01
35.4	69.32
44.8	91.18
48.4	108.09
48.6	103.02
47.2	96
49.8	96.38
49.8	100.42
52.4	122.73
46.8	89.9
48.8	115.23
48.6	101.75
49.2	110.44
46.8	102.28
42	77.56
37.6	85.84
46.6	82.38
45	86.8
46	90.07
42.2	92.03
46.8	108.27
45.8	95.18
46.2	102.77
45.2	98.24
46	97.55
42.8	95.75
42.8	88.14
47.4	85.38
40.2	86.13
38.2	89.28
45.8	87.32
42.8	77.71
33.6	75.23
42.4	75.17
47	94.64
47.4	98.47
47.6	91.76
46.4	92.68
47.4	102.16
48.6	91.42
45	99.95
48	115.72
47.2	91.87
47.4	88.45
44.6	78.91
31.8	57.25
46.4	76.04
42.6	91.7
44.6	82.95
43	101.57
42	72.89
39	64.96
32	67.54
46.2	94.26
45.4	132.1
47.4	102.72
42	76.14
42	70.11
46.4	100.21
46	108.23
45.2	87.41
47.8	90.1
33.6	63.39
45.8	99.86
47	117.12
45.8	91.8
43.4	96.85
45	92.62
47.8	97.34
44	83.28
46.4	75.18
47.4	96.15
49.6	111.99
47	97.85
41.8	69.72
47.2	99.88
44.4	93.84
46.2	113.72
47.2	114.89
47.6	92.28
43.2	76.61
45	98.69
43.2	87.77
34.2	56.34
41.8	81.09
46.4	94.02
45.8	87.27
40.6	84.56
47	73.22
35.4	57.81
37.8	68.44
42.6	76.16
46.2	65.61
48	81.86
43.6	84.05
43	76.27
46.6	92.33
41.6	76.22
49.6	74.7
45	98.35
46.6	82.44
41.2	70.96
46	79.8
39.4	80.43
44.6	93.54
44.8	100.15
33.6	66.7
45.4	81.92
39.4	56.4
40.8	68.39
39.6	60.92
40.8	82.32
47	81.44
45.6	100.26
45.8	97.85
47.4	99.32
43	99.31
45	81.73
47.8	98.05
46.8	112.93
47	97.92
48.4	105.57
46.2	89.57
46	94.67
42.8	96.55
48.8	99.17
46.6	83.74
45.2	77.85
46.8	87.19
44.2	98.11
43.4	86.5
47.2	85.08
47	92.65
44	85.85
48.2	96.91
44.8	89.44
44.4	85.95
42.6	90.17
42.4	62.38
49	108.58
47	115.5
48	98.88
44.6	84.91
48.2	96.07
41.8	64.29
43.8	80.13
49.4	98.94
42.6	94.22
49.8	102.67
42.6	81.71
46.2	89.18
43.2	85.09
40	86.7
47	85.1
46.2	80.68
50	99.19
39.8	73.36
41.8	80.98
44	84.39
46.8	102.85
41.8	91.53
40.4	82.03
44.8	86.15
45.4	98.41
44	79.2
42.6	70.42
37.8	86.78
40.8	92.47
42.8	83.53
46.6	89.45
44.2	93.02
44	81.89
44.2	94.95
52.4	122.21
48.2	97.08
42.4	81.92
46.4	91.57
47.6	101.82
44.8	99.56
46.8	104.59
42.4	82.13
41.4	48.55
39.4	67.65
41	73.34
45.2	75.93
39.4	68.63
45	78.25
45	82.34
41	85.64
43.6	83
42.4	74.89
40.4	69.72
46.8	81.15
44.4	76.03
44	71.04
43.4	85.97
41.4	65.87
42.2	59.98
44.2	76.94
45.2	80.09
44.2	90.86
42.4	81.03
40.8	64.77
38	65.95
44.8	80.01
46.6	79.03
42.6	81.61
40.8	74.06
44	93.55
42.4	72.76
39	71.8
45.4	80.99
46.2	85.07
41.2	73.26
37.8	62.53
40.8	74.63
44.8	71.48
50.4	83.53
39.2	71.55
45	77.42
41.4	62.63
44.8	71.55
43	75.88
46.6	73.22
36.2	56.86
43.6	61.12
46.6	80.67
44.8	83.52
45	79.46
44	83.52
44.6	79.53
41.6	68.47
41	74.52
46.4	72.79
41.8	65.46
43.6	78.24
41.8	75.64
44	66.07
40.8	61.15
43.4	80.64
34.6	67.54
43.6	75.71
45.2	104.81
47.8	92.04
43.6	62.8
44	76.29
41.8	64.79
43	67.75
46.6	76.35
43.2	82.13
43.8	83.49
44.6	64.61
36.8	58.19
44.4	75.78
39.8	79.19
39.6	69.12
42	68.01
42.8	80.23
40.6	67.57
38.8	64.27
42.4	55.69
40.6	64.92
41.2	64.3
44.4	73.37
41.6	65.93
43.8	73.61
41.6	61.79
38.8	66.86
41.4	74.24
43.4	69.81
43.6	68.75
43.2	96.21
41.2	74.4
44.2	73.51
46.8	81.38
41	74.31
40.2	60.37
41.2	53.8
44.2	64.09
42.4	61.44
45.2	69.17
45.2	79.62
41.6	73.3
42	61.83
38.6	76.19
39.8	63.43
46.4	88.27
52	91.39
48	100.62
50.4	105.96
52.4	91.52
50.8	86.84
51.4	108.03
51.4	101.41
48.8	74.57
47.2	84.82
51.8	86.2
46.2	83.05
48.2	82.84
53	96.94
47.4	95.61
44.2	88.95
43.4	72.62
41.2	76.28
40.8	55.6
45.2	79.73
47.8	83.66
44.4	72.49
45.6	84.33
47.4	95.16
39.2	76.61
40.2	65.42
35.6	59.61
41	72.19
42.6	79.51
37.2	58.64
40.2	66.93
41.4	62.87
39.2	70.97
42.4	64.35
40.2	70.16
40.6	70.31
38.4	78.2
39.2	64.34
40.6	62.68
40.8	72.83
41.4	75.49
43.2	73.3
43	82.49
41.4	73.57
41	66.25
46	88.97
48	79.71
49	84.13
47.4	88.74
49.8	78.83
45.2	82.79
43.8	89.92
37.4	66.97
44.8	70.58
48	83.76
41.6	71.67
47.6	75.91
45.2	73.41
46.2	77.3
45.2	83.88
51	89.19
47.4	70.71
46.6	79.72
46.4	71.67
47.6	76.7
46.4	77.05
48.2	79.06
46.2	89.5
44.4	79.74
49.8	82.25
43.8	65.77
47.6	75.21
45.2	81.93
43.4	76.88
50.4	89.91
46	93.61
38.4	65.18
38.2	67.73
37	60.62
44.4	73.9
48	80.92
45.6	85.61
43	69.8
45	84.06
44.6	68.06
45.6	95.89
45.4	88.11
47.2	79.06
43.8	89.78
50.8	94.78
46.6	79.3
48.4	85.62
42.8	53.78
45.8	74.49
44.8	68.6
44.2	66.29
48.2	79.01
48	84.79
50.8	85.24
46.2	69.51
45.8	87.72
45.8	86.83
42	70.9
39.4	67.39
33.4	50.23
43.4	75.68
45.8	96.02
46	72.23
42.6	59.84
45	84.33
45.2	74.66
44.2	67.39
41.6	83.09
46	88.24
42.4	63.22
48.4	92.79
49.6	99.82
44.4	77.97
43	69.93
46	81.49
43.8	79.79
45.2	85.08
47.2	84.86
46.6	80.14
46.8	95.85
43.2	83.32
43.2	73.83
46.6	82.8
45.6	77.61
43.4	80.25
42.2	90.44
44.2	77.56
46.6	71.4
48.8	76.46
44.4	76.86
47.8	81.52
43.6	66.4
43.4	80.59
39.2	63.36
45.4	92.01
49	95.78
40.2	63.29
47.6	83.36
43	79.71
46.8	79.07
45.4	75.53
46.4	79.25
45.8	87.61
52.8	87.16
53.2	116.23
50.2	89.99
47.8	87.69
50.4	94.63
50	88.26
53.2	96.14
50.4	74.97
47.2	79.37
46.8	70.29
46.6	101.47
47.4	92.36
50.4	98.86
50	85.65
45.4	67.52
46.8	62.56
44	62.03
45.2	76.87
45.8	77.6
47.2	85.03
47.8	73.87
46.4	80.03
48.4	84.4
46.2	84.62
48	75.59
46.4	90.74
49.6	98.38
49.4	93.85
46.8	89.97
48	98.54
50	89.65
49	79.68
40.6	67.9
45	92.13
44.8	71.8
46.6	80.98
48.6	79.73
45.6	63.32
31.4	61.35
34.8	54.84
30	45.23
33.4	65.71
38.8	65.3
33.8	59.22
41	73.49
37.2	79.67
51	82.77
48.4	80.04
49	98.4
48.6	72.77
48.8	78.13
46.6	88.69
41.8	73.53
43.2	72.76
38.4	66.85
41	83.58
43.4	77.95
42.8	67.8
43.6	75.59
42	76.39
31.6	52.03
39.2	58.48
36	65.25
40.2	67.38
40.2	70.6
45	73.48
43	83.48
47	76.61
45.6	75.58
42.2	74.29
46.6	97.24
44	84.02
44.4	72.98
43	81.75
44.6	79.52
44.2	92.29
46	77.22
42.8	80.65
48.8	100.03
42.8	80.21
43.2	63.25
40.6	73.64
41.8	84.52
43.8	78.47
33.2	72.21
43.6	74.51
47	95.13
44.6	71.39
47.6	87.99
48.2	99.12
47.8	110.31
47.8	98.74
46.8	87.87
48.4	97.63
39.4	76.37
45.6	82.81
45	88.99
41.6	83.93
44.8	82.34
47.4	67.82
43.8	99.41
47.6	105.99
42.4	70.17
40	78.95
42.2	89.08
38.4	68.67
40.6	60.66
38.6	63.42
33.2	48.31
38.8	69.9
42.8	77.5
44.4	71.94
42	74.93
45.6	100.59
47	111.06
45	99
40.6	88.96
45.2	93.47
44	85.12
42.2	66.57
38.6	67.09
43.8	75.9
43.2	81.33
44.6	79.69
47	81.14
51.2	85.17
43.6	86.49
47.2	91.82
47.8	77.99
49	81.91
49	97.81
48.8	85.37
50.2	96.43
42.8	88.58
40.6	72.31
43.8	69.06
40.4	59.97
45.4	74.58
45.6	89.76
45.2	81.31
50	94.01
45.6	94.58
46.6	77.93
37.8	53.46
44	63.9
39.2	75
43	65.45
46.8	80.72
46.6	81.41
44.6	77.43
40.8	60.08
39.2	61.81
41.2	74.58
42.8	59.5
43	69.7
44.2	78.99
47.2	103.64
49.2	95.66
45.8	74.19
38.6	75.96
37.4	64.51
45	70.98
49.4	76.32
52	93.3
48	87.66
45	69.77
43.6	80.88
48.2	92.57
47.6	105.01
41.8	66.5
43.6	75.59
41.8	82.18
44	90.93
46.4	91.04
46	82.61
45.8	77
42.2	72.91
38.8	76.52
43.2	76.11
41.6	72.54
43.8	82.9
47	83.61
48.4	80.51
39.6	77.38
40.8	66.22
47.6	86.79
44.4	74.95
46	64.59
45.6	80.12
44.6	102.06
49.4	87.2
48.4	98.08
46.6	89.79
44.2	76.39
48.8	86.58
44.4	69.33
46.6	75.49
44.8	82.68
44.2	80.57
41	68.95
42.8	79.82
42.4	88.4
42.8	65.13
44.4	75.49
45.6	80.69
44.6	76.66
46	78.07
42.2	89.87
43.4	75.66
40.8	74.52
36	81.67
45.4	82.1
39.2	75.44
40.6	62.6
45.4	76.66
44	85.27
38	58.54
45	103.1
47.8	91.28
43.4	78.99
40.4	67.87
45.8	84.77
44	79.07
50.8	96.55
43	75.72
37.4	54.28
39.4	57
44.4	68.76
46.2	77
46	79.95
45	81.41
44.4	77.12
42.2	64.69
45.4	79.67
44.8	73.96
49.4	101.68
48.6	96.7
43	70.73
38.4	83.77
39	53.05
46.6	74.82
46.8	83.7
38	62.76
44.2	63.97
46.6	77.05
45.2	78.42
45.2	72.97
48.4	89.85
45.8	87.41
46	80.4
48.4	87.87
40.2	76.51
46.8	94.72
46	82.88
45	92.69
45.4	84.32
47.2	94.56
45.8	63.73
45	81.31
45.6	94.11
46	78.36
48.4	89.59
40.2	81.03
44.4	93.35
44.4	83.11
49	95.83
45.8	92.18
40.2	83.36
42.8	84.2
48.2	80.51
46	57.4
41	58.65
41.6	82.35
42.4	78.58
41.8	69.99
38.2	75.01
34	64.9
46	94.05
45.2	93.26
42.4	89.63
41.2	66.29
45	74.24
39.4	62.3
39.6	74.65
41.2	85.19
46.4	86.24
47.2	78.05
46.4	77.32
49.2	91.54
50.8	109.77
46.8	91.45
46.8	92.98
42.8	71.97
49.8	73.24
47.2	91.45
49.6	104.65
49.4	100.32
39.2	62.99
47	98.13
47.8	93.07
47.6	103.8
46.2	88
47	85.18
46.4	81.23
45.8	86.71
46.4	82.16
47.2	73.74
46	70.91
46.8	82.73
48.8	77.67
37.4	63.65
46	74.22
43.6	91.79
44	76.77
44	73.05
47.8	71.65
39.2	57.78
46.8	83.52
45.6	86.77
42.8	80.39
43.6	88.99
44.8	78.59
45.8	73.98
47.2	80.52
43	70.13
46.4	79.55
46.6	64.52
45.6	80.69
46.4	82.49
47.4	92.35
46.6	76.21
43.6	68.67
41.2	68.79
43.6	77.52
44.2	89.83
38.4	66.33
47.6	84.33
43.6	103.9
44.4	90.69
41.8	71.67
45.4	76.44
45.2	84.16
45.8	102.28
49.2	99.25
46	75.33
46	79.58
48	83.1
47.2	81.07
42.2	87.19
43.8	72.88
44.2	91.68
42.2	93.1
44.8	99.92
46.4	78.87
44.8	67.03
48.4	78
47.6	92.07
44.4	72.99
45	74.67
49.4	88.28
49.2	92.61
47.6	84.96
47	71.69
46.4	69.46
46.6	75.51
46.2	78.33
33.6	54.94
41.2	75.7
45.6	65
40.6	72.36
43.8	81.7
44.6	60.86
41	63.21
41	72.09
43.6	80.35
43.6	85.53
44.6	85.91
44	75.58
44.2	72.33
38.2	76.63
49.2	99.14
47.6	99.35
40.2	76.77
46.2	87.55
42	68.97
37.8	63.79
42.6	69.49
42	71.48
46.4	88.59
43.2	76.96
49.2	97.96
48.6	87.44
47.4	86.57
49	103.74
46.4	76.03
45.6	86.31
46.6	89.35
43.2	73.89
46.6	73.3
47	101.49
46.2	75.49
49	90.84
44.8	71.87
47.4	90.68
40	58.88
37	69.9
41.8	81.71
40.2	70.5
46.6	94.64
43.6	102.46
44.4	76.67
43	66.16
26.4	45.61
44.2	71.74
40.2	63.91
44	83.24
42.8	81.01
39.8	57.63
45.2	88.3
45.8	83.52
44.6	101.84
46	84.36
46.2	92.46
46.8	79.13
43.6	76.92
44.2	78.86
42.6	68.82
45	79.15
45.2	85.3
46.2	76.6
39.4	49.28
44.2	73.63
44.2	71.95
43.8	79.92
43.8	80.02
47.4	85.57
43.6	72.58
42.6	78.86
45.6	90.52
35.6	57.95
42.2	70.45
47.6	92.71
42.6	79.62
46.2	79.77
50.2	96.92
46.2	91.76
47.8	104.55
44.6	84.36
46	93.91
48.6	83.33
46.4	99.71
41.4	83.71
38.2	64.34
41.8	76.17
40.2	59.46
47.2	77.48
46.8	96.91
42.8	82.64
51.8	98.04
48.2	86.71
45.4	94.64
45.8	88.3
47.2	87.61
47	92.53
47.4	86.85
47	75.94
48.8	95.96
45.8	70.77
44	63.73
39.6	63.71
49	87.38
40.2	73.13
46.2	85.06
47.8	117.47
46	70.63
46.6	79.84
38.4	75.61
43.2	98.72
41.6	76.17
40.8	74.49
43.6	69.93
48.4	86.65
43.8	81.7
38.2	72.84
41.6	79.33
39.8	84.76
44	100.55
45.2	80.73
47.2	76.62
41.4	69.67
41	66.62
43.8	70
42.2	90.66
43.2	78.5
46.6	75.23
43	71
46	80.13
47.8	68.63
49.8	84.2
44.4	80.78
47.2	92.39
46	81.45
45.8	89.86
48.4	92.55
48.6	86
36.6	61.83
47.2	90.56
43.6	101.46
43.6	94.22
33.2	69.49
39.2	68.21
43.4	78.33
44	78.89
40.6	52.68
35	68.01
50	88
49.8	91.99
50.2	115.22
50.2	101.08
47	63.49
38.6	73.11
37.2	68.78
42.6	58.26
38.8	57.3
36	62.55
38.4	64.79
41	72.99
37.2	80.56
43	72.23
48.2	77.1
33.6	66.41
38.8	67.8
42.4	67.84
43.2	77.37
40.4	76.8
41	69.78
37.8	59.2
38.4	53.64
37	52.48
36.4	68.74
36	57.65
36.2	57.27
37.8	54.36
38.2	69.45
35.2	57.65
35.2	64.81
32.6	57.43
37.4	57.17
37.6	67.65
40.2	66.57
41.4	66.7
44.6	78.35
47.2	80.36
40.6	68.44
45	71.24
43.6	79.29
42.2	74.39
43.2	72.28
40	75.1
30.4	49.19
33	37.63
31.2	44.97
36	75.46
43.8	76.03
47	77.29
42.6	87.38
44.4	76.69
46.6	71.07
50.8	91.26
44	95.27
46.4	77.47
45.2	79.11
43.4	73.31
47.8	67.46
43.6	86.51
46	85.23
41.8	74.77
44.2	87.09
46.2	72.17
44	68.56
37	70.75
47.6	92.08
46.8	89.39
41	68.53
45.2	83.52
50.4	70.41
47.4	80.9
42.8	65.58
40.6	60.26
45.8	79.08
40.6	72.34
37.2	66.19
44	79.1
42.6	74.09
38.6	59.61
39.8	73.4
42.4	69.5
39.8	63.91
45	79.16
46.2	80.71
41.8	71.87
37.6	55.58
44	62.17
38.6	70.94
42.4	74.63
44.4	75.13
44.2	65.82
43	71.21
40.8	68.74
43.8	73.83
42.6	77.06
43	79.17
34.6	53.19
42.2	79.33
44	104.33
42	82.75
44	98.46
43.6	75.41
45.4	90
43.2	75.3
44.2	82.58
49.8	86.34
43	61.62
42.2	76.85
47.2	81.88
43.6	68.08
46	91.57
49.2	94.96
42	73.51
43.4	85.64
47.8	98.07
44.2	85.27
44.4	90.67
45	89.5
45	93.1
47.2	67.1
45.6	89.04
49	90.55
41	71.92
38.4	63.28
44.2	85.48
45.6	92.97
46.4	72.62
45.4	76.44
44.8	88.51
47	86.87
35.4	75.13
49	80.43
45.4	81.99
46	84.19
42.8	77.07
49.2	70.4
